637,198,87,156
633,201,87,156
629,204,87,156
626,208,87,156
622,212,87,156
619,215,87,156
617,217,87,156
614,220,87,156
610,221,87,156
607,222,87,156
604,221,87,156
602,220,87,156
602,217,87,156
602,218,87,156
603,215,87,156
606,214,87,156
607,213,87,156
609,211,87,156
611,208,87,156
613,205,87,156
615,202,87,156
617,199,87,156
619,196,87,156
623,193,87,156
625,189,87,156
626,186,87,156
629,184,87,156
633,180,87,156
634,177,87,156
637,173,87,156
636,170,87,156
636,168,87,156
635,165,87,156
631,162,87,156
626,158,87,156
621,155,87,156
618,152,87,156
616,149,87,156
614,146,87,156
611,144,87,156
609,143,87,156
608,142,87,156
606,142,87,156
605,140,87,156
607,142,87,156
607,140,87,156
608,142,87,156
607,140,87,156
607,140,87,156
609,140,87,156
612,141,87,156
616,142,87,156
620,144,87,156
623,145,87,156
627,147,87,156
630,148,87,156
631,148,87,156
630,151,87,156
629,157,87,156
625,162,87,156
622,165,87,156
620,170,87,156
619,174,87,156
619,177,87,156
619,180,87,156
620,184,87,156
618,189,87,156
619,192,87,156
619,195,87,156
618,198,87,156
618,201,87,156
618,204,87,156
619,207,87,156
622,209,87,156
623,212,87,156
619,214,87,156
617,215,87,156
615,216,87,156
611,218,87,156
608,221,87,156
605,223,87,156
603,225,87,156
601,223,87,156
603,225,87,156
606,223,87,156
608,225,87,156
611,224,87,156
615,226,87,156
619,223,87,156
623,221,87,156
626,217,87,156
630,214,87,156
635,210,87,156
638,210,87,156
640,209,87,156
644,208,87,156
649,205,87,156
654,203,87,156
657,200,87,156
660,198,87,156
658,195,91,163
663,193,91,163
668,194,91,163
670,193,91,163
671,194,91,163
675,193,91,163
670,191,95,171
676,197,91,163
674,200,91,163
670,201,91,163
667,203,91,163
664,205,91,163
661,207,91,163
657,209,91,163
656,211,91,163
655,212,91,163
652,214,91,163
648,216,91,163
645,219,91,163
644,221,91,163
645,222,91,163
642,225,91,163
644,227,87,156
647,231,87,156
648,232,87,156
647,234,87,156
651,231,87,156
653,235,87,156
656,236,87,156
661,236,87,156
660,239,87,156
665,250,83,149
669,262,79,142
659,268,83,149
675,276,79,143
678,287,76,136
680,323,72,130
663,363,76,136
652,405,72,130
751,419,69,124
746,414,73,130
743,410,76,137
750,363,80,143
690,252,80,143
694,259,80,143
695,261,84,150
696,263,84,150
692,263,88,158
697,266,88,158
699,269,88,158
698,272,88,158
702,275,88,158
703,277,88,158
702,279,88,158
701,282,88,158
699,286,88,158
697,289,88,158
694,293,88,158
689,297,88,158
684,300,88,158
679,302,88,158
674,303,88,158
668,306,88,158
660,308,88,158
651,312,88,158
645,317,88,158
641,321,88,158
635,324,88,158
629,327,88,158
625,327,88,158
621,327,88,158
618,327,88,158
613,328,88,158
608,328,88,158
605,326,88,158
605,323,88,158
601,323,88,158
597,323,88,158
595,321,88,158
591,324,88,158
588,323,88,158
585,324,88,158
583,322,88,158
583,321,88,158
582,320,88,158
581,319,88,158
577,317,88,158
576,315,88,158
578,316,88,158
577,313,88,158
576,313,84,151
574,313,84,151
572,311,84,151
570,307,84,151
568,305,84,151
565,303,84,151
564,300,84,151
566,298,84,151
567,294,84,151
565,291,84,151
564,289,84,151
562,285,84,151
565,282,84,151
564,279,84,151
566,278,84,151
570,275,84,151
576,272,84,151
582,269,84,151
587,267,84,151
596,265,84,151
604,263,84,151
610,260,84,151
619,257,84,151
622,256,84,151
626,254,84,151
631,250,84,151
638,247,84,151
642,244,84,151
646,241,84,151
651,238,84,151
658,235,84,151
662,233,84,151
665,229,84,151
668,225,84,151
672,222,84,151
674,219,84,151
675,217,84,151
672,213,88,158
676,214,88,158
680,215,88,158
684,215,88,158
687,215,88,158
693,221,84,151
695,222,84,151
700,222,84,151
704,222,84,151
704,222,84,151
707,222,84,151
713,220,84,151
718,216,84,151
720,215,84,151
722,216,84,151
723,218,84,151
724,219,84,151
722,217,84,151
718,219,84,151
712,218,84,151
708,215,84,151
706,216,84,151
702,212,84,151
697,211,84,151
693,211,84,151
690,210,84,151
688,209,84,151
684,205,84,151
679,204,84,151
678,202,84,151
679,202,84,151
676,203,84,151
673,201,84,151
671,200,84,151
671,200,84,151
670,200,84,151
667,202,84,151
665,203,84,151
667,205,84,151
668,204,84,151
663,202,88,158
660,204,88,158
659,205,88,158
662,207,88,158
661,209,88,158
658,212,88,158
658,216,88,158
658,221,88,158
660,224,88,158
662,227,88,158
660,230,88,158
659,234,88,158
661,239,88,158
664,242,88,158
666,245,88,158
666,246,88,158
667,248,88,158
669,249,88,158
671,251,88,158
671,251,88,158
674,257,84,151
676,257,84,151
678,254,84,151
679,255,84,151
679,258,84,151
680,261,84,151
681,259,84,151
684,261,84,151
683,261,84,151
684,263,84,151
684,264,84,151
686,265,84,151
687,265,84,151
684,267,84,151
683,270,84,151
684,272,84,151
683,273,84,151
680,273,84,151
677,275,84,151
677,278,84,151
677,280,84,151
675,284,84,151
673,286,84,151
670,290,84,151
667,294,84,151
666,296,84,151
664,299,84,151
661,301,84,151
660,299,84,151
659,299,84,151
657,296,84,151
655,295,84,151
651,293,84,151
648,290,84,151
644,285,84,151
640,281,84,151
636,276,84,151
630,269,84,151
626,261,84,151
620,252,84,151
615,247,84,151
606,239,84,151
601,232,84,151
594,224,84,151
590,218,84,151
585,211,84,151
582,206,84,151
581,202,84,151
579,200,84,151
581,197,84,151
577,195,84,151
578,195,84,151
581,201,80,144
581,203,80,144
582,207,80,144
582,208,80,144
583,208,80,144
586,209,80,144
588,207,80,144
589,209,80,144
589,207,80,144
589,208,80,144
588,206,80,144
588,205,80,144
585,205,80,144
584,207,80,144
582,208,80,144
581,210,80,144
578,213,80,144
576,216,80,144
573,221,80,144
574,224,80,144
577,228,80,144
578,230,80,144
578,234,80,144
581,238,80,144
583,242,80,144
585,245,80,144
587,248,80,144
588,250,80,144
589,248,80,144
589,245,80,144
588,243,80,144
587,242,80,144
589,237,80,144
590,234,80,144
590,232,80,144
588,229,80,144
586,227,80,144
587,225,80,144
585,224,80,144
582,222,80,144
579,225,80,144
574,226,80,144
571,225,80,144
568,223,80,144
565,224,80,144
561,221,80,144
559,219,80,144
558,218,80,144
555,215,80,144
551,214,80,144
547,214,80,144
547,219,77,138
546,226,73,132
543,227,73,132
537,274,70,126
532,313,67,120
520,346,64,115
509,387,61,110
495,420,58,105
477,458,58,105
473,483,56,100
478,534,53,96
479,537,51,91
478,537,48,87
479,539,46,83
479,538,46,83
479,539,46,83
